# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
Fungal_trans	PF04082.19	267	Lthe_PDR1/PDR3	-	939	5.90E-24	84.5	0.3	1	1	1.70E-27	1.60E-23	83.2	0.3	80	248	398	568	372	594	0.87	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Lthe_PDR1/PDR3	-	939	1.50E-09	37.8	14	1	1	3.90E-13	3.50E-09	36.6	14	1	37	21	55	21	58	0.89	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Lklu_PDR1/PDR3	-	941	6.50E-23	81.1	1.3	1	1	3.20E-26	1.40E-22	80	1.3	75	248	343	545	309	564	0.8	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Lklu_PDR1/PDR3	-	941	2.20E-09	37.3	16	1	2	4.70E-13	2.20E-09	37.3	16	1	37	26	60	26	63	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Zn_clus	PF00172.19	40	Lklu_PDR1/PDR3	-	941	2.20E-09	37.3	16	2	2	1.3	6.10E+03	-2.5	0.4	12	21	297	305	296	312	0.72	Fungal Zn(2)-Cys(6) binuclear cluster domain
Importin_rep_6	PF18829.2	110	Lklu_PDR1/PDR3	-	941	0.026	14.9	0.3	1	2	7.40E-05	0.34	11.3	0	6	75	105	176	102	182	0.84	Importin repeat 6
Importin_rep_6	PF18829.2	110	Lklu_PDR1/PDR3	-	941	0.026	14.9	0.3	2	2	0.16	7.20E+02	0.6	0	5	42	301	340	298	345	0.77	Importin repeat 6
Cauli_AT	PF03233.14	163	Lklu_PDR1/PDR3	-	941	0.076	13	0.2	1	1	4.00E-05	0.18	11.7	0.2	107	160	88	145	72	148	0.82	Aphid transmission protein
Fungal_trans	PF04082.19	267	Ecym_PDR1/PDR3	-	944	1.50E-14	53.7	2.6	1	1	4.70E-18	2.90E-14	52.8	2.6	96	243	408	557	346	677	0.86	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Ecym_PDR1/PDR3	-	944	2.60E-06	27.5	15.3	1	1	1.10E-09	7.00E-06	26.1	15.3	1	34	14	45	14	51	0.92	Fungal Zn(2)-Cys(6) binuclear cluster domain
TetR_C_17	PF17922.2	100	Ecym_PDR1/PDR3	-	944	0.045	14	0	1	1	2.00E-05	0.12	12.6	0	12	57	688	733	685	740	0.91	Tetracyclin repressor-like, C-terminal domain
Zn_clus	PF00172.19	40	Klac_PDR1/PDR3	-	1083	2.30E-09	37.2	12.4	1	1	8.80E-13	5.30E-09	36.1	12.4	1	34	53	84	53	88	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Klac_PDR1/PDR3	-	1083	1.20E-06	27.7	1.4	1	1	5.30E-10	3.20E-06	26.4	1.4	116	207	543	629	494	704	0.74	Fungal specific transcription factor domain
DUF5097	PF17020.6	119	Klac_PDR1/PDR3	-	1083	0.0033	17.8	0.2	1	3	2	1.20E+04	-3.4	0.1	74	99	293	318	287	319	0.8	Domain of unknown function (DUF5097)
DUF5097	PF17020.6	119	Klac_PDR1/PDR3	-	1083	0.0033	17.8	0.2	2	3	5.50E-07	0.0033	17.8	0.2	10	73	343	405	341	421	0.91	Domain of unknown function (DUF5097)
DUF5097	PF17020.6	119	Klac_PDR1/PDR3	-	1083	0.0033	17.8	0.2	3	3	1	6.10E+03	-2.5	0	73	89	632	648	618	654	0.74	Domain of unknown function (DUF5097)
Fungal_trans	PF04082.19	267	Tdel_PDR1/PDR3	-	1087	1.70E-33	115.8	1.5	1	1	7.30E-37	3.30E-33	114.9	1.5	13	262	369	680	345	689	0.81	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Tdel_PDR1/PDR3	-	1087	2.60E-08	33.9	13.2	1	2	5.60E-12	2.60E-08	33.9	13.2	1	33	18	49	18	54	0.92	Fungal Zn(2)-Cys(6) binuclear cluster domain
Zn_clus	PF00172.19	40	Tdel_PDR1/PDR3	-	1087	2.60E-08	33.9	13.2	2	2	1.3	5.80E+03	-2.5	0.2	2	10	161	169	160	170	0.78	Fungal Zn(2)-Cys(6) binuclear cluster domain
DUF4795	PF16043.6	203	Tdel_PDR1/PDR3	-	1087	0.00075	19.1	2.8	1	1	3.80E-07	0.0018	17.9	2.8	8	149	119	263	103	272	0.86	Domain of unknown function (DUF4795)
HEF_HK	PF19191.1	67	Tdel_PDR1/PDR3	-	1087	0.14	12.6	0	1	1	0.00012	0.56	10.8	0	12	49	193	230	191	236	0.91	HEF_HK domain
Fungal_trans	PF04082.19	267	Zrou_PDR1/PDR3	-	1037	2.20E-31	108.9	6.8	1	3	3.60E-35	2.20E-31	108.9	6.8	1	265	307	653	307	655	0.95	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Zrou_PDR1/PDR3	-	1037	2.20E-31	108.9	6.8	2	3	0.53	3.20E+03	-3.1	0	116	152	696	728	687	730	0.78	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Zrou_PDR1/PDR3	-	1037	2.20E-31	108.9	6.8	3	3	0.94	5.70E+03	-3.9	0.1	212	243	804	835	774	847	0.63	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Zrou_PDR1/PDR3	-	1037	1.20E-07	31.7	10.8	1	1	5.00E-11	3.10E-07	30.4	10.8	1	32	15	45	15	49	0.94	Fungal Zn(2)-Cys(6) binuclear cluster domain
Med9	PF07544.14	80	Zrou_PDR1/PDR3	-	1037	0.08	13.1	2.7	1	2	0.046	2.80E+02	1.7	0.6	32	66	154	188	151	191	0.74	RNA polymerase II transcription mediator complex subunit 9
Med9	PF07544.14	80	Zrou_PDR1/PDR3	-	1037	0.08	13.1	2.7	2	2	7.40E-05	0.45	10.7	0.1	24	56	639	671	617	691	0.78	RNA polymerase II transcription mediator complex subunit 9
Fungal_trans	PF04082.19	267	Scer_PDR3	-	977	4.50E-48	163.6	13.1	1	2	0.41	3.70E+03	-3.3	0.1	186	208	151	184	132	200	0.68	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Scer_PDR3	-	977	4.50E-48	163.6	13.1	2	2	5.00E-52	4.50E-48	163.6	13.1	2	266	279	626	278	627	0.92	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Scer_PDR3	-	977	1.50E-08	34.6	12.9	1	1	4.10E-12	3.80E-08	33.4	12.9	1	36	13	47	13	51	0.92	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Smik_PDR3	-	972	3.00E-43	147.8	12.6	1	2	3.30E-47	3.00E-43	147.8	12.6	2	263	275	608	274	620	0.88	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Smik_PDR3	-	972	3.00E-43	147.8	12.6	2	2	0.18	1.60E+03	-2.1	0	207	238	810	847	782	902	0.68	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Smik_PDR3	-	972	8.60E-09	35.4	12	1	1	2.20E-12	2.00E-08	34.2	12	1	36	13	47	13	51	0.92	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Skud_PDR3	-	1011	7.80E-42	143.2	13	1	2	8.50E-46	7.80E-42	143.2	13	2	249	314	630	313	658	0.87	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Skud_PDR3	-	1011	7.80E-42	143.2	13	2	2	0.34	3.10E+03	-3.1	0	193	236	848	885	840	901	0.68	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Skud_PDR3	-	1011	2.80E-09	36.9	11.9	1	1	8.20E-13	7.50E-09	35.6	11.9	1	35	54	87	54	91	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Suva_PDR3	-	972	1.80E-39	135.5	8	1	2	1.90E-43	1.80E-39	135.5	8	2	264	275	599	274	622	0.83	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Suva_PDR3	-	972	1.80E-39	135.5	8	2	2	0.26	2.40E+03	-2.7	0.1	209	230	819	840	791	937	0.64	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Suva_PDR3	-	972	1.10E-09	38.3	12.4	1	2	1.20E-13	1.10E-09	38.3	12.4	1	34	13	45	13	49	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Zn_clus	PF00172.19	40	Suva_PDR3	-	972	1.10E-09	38.3	12.4	2	2	1.3	1.20E+04	-3.4	0.1	27	39	754	766	752	767	0.77	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Kfar_PDR3	-	996	1.30E-24	86.7	3.1	1	2	1.1	6.50E+03	-4.1	0.5	188	245	138	191	133	212	0.54	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Kfar_PDR3	-	996	1.30E-24	86.7	3.1	2	2	2.10E-28	1.30E-24	86.7	3.1	49	264	407	630	288	633	0.84	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Kfar_PDR3	-	996	4.80E-09	36.2	16.8	1	1	1.60E-12	9.80E-09	35.2	16.8	1	39	21	57	21	58	0.94	Fungal Zn(2)-Cys(6) binuclear cluster domain
GrpE	PF01025.20	166	Kfar_PDR3	-	996	0.17	11.5	5.5	1	2	0.05	3.00E+02	1	0.9	6	57	137	188	132	198	0.79	GrpE
GrpE	PF01025.20	166	Kfar_PDR3	-	996	0.17	11.5	5.5	2	2	2.00E-05	0.12	12	0.2	20	99	627	707	604	713	0.8	GrpE
Fungal_trans	PF04082.19	267	Knag_PDR3	-	1031	2.30E-22	79.3	1.4	1	1	1.90E-25	7.10E-22	77.7	1.4	3	265	313	664	311	666	0.81	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Knag_PDR3	-	1031	3.20E-08	33.6	12.1	1	1	2.30E-11	8.20E-08	32.3	12.1	1	34	33	65	33	69	0.91	Fungal Zn(2)-Cys(6) binuclear cluster domain
Med30	PF11315.9	147	Knag_PDR3	-	1031	0.061	13.7	1.2	1	2	4.00E-05	0.15	12.5	0.4	17	142	115	240	112	242	0.84	Mediator complex subunit 30
Med30	PF11315.9	147	Knag_PDR3	-	1031	0.061	13.7	1.2	2	2	3.9	1.40E+04	-3.7	0	114	134	648	668	627	673	0.51	Mediator complex subunit 30
Period_C	PF12114.9	195	Knag_PDR3	-	1031	0.95	9	6.7	1	1	0.00057	2.1	7.9	6.7	22	79	79	142	71	160	0.7	Period protein 2/3C-terminal region
IMUP	PF15761.6	108	Knag_PDR3	-	1031	5.8	7.7	7.9	1	2	0.15	5.70E+02	1.3	0.1	78	100	15	37	6	45	0.75	Immortalisation up-regulated protein
IMUP	PF15761.6	108	Knag_PDR3	-	1031	5.8	7.7	7.9	2	2	0.0019	6.8	7.5	3.6	39	74	74	109	56	128	0.6	Immortalisation up-regulated protein
Fungal_trans	PF04082.19	267	Ncas_PDR3	-	1044	2.90E-29	102	10	1	2	3.60E-32	3.30E-28	98.5	7.7	3	255	310	636	308	647	0.94	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Ncas_PDR3	-	1044	2.90E-29	102	10	2	2	0.0041	38	3.2	0	81	112	670	700	637	710	0.78	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Ncas_PDR3	-	1044	8.90E-09	35.4	17.7	1	1	2.40E-12	2.20E-08	34.1	17.7	1	39	46	82	46	84	0.87	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Ndai_PDR3	-	1109	2.20E-33	115.5	3.8	1	1	5.60E-37	5.20E-33	114.2	3.8	2	249	359	697	358	715	0.86	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Ndai_PDR3	-	1109	8.70E-09	35.4	12.5	1	1	1.90E-12	1.70E-08	34.4	12.5	1	35	15	47	15	50	0.91	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Tbla_PDR3	-	1208	2.20E-25	89.2	8.2	1	2	0.29	1.80E+03	-2.3	0.8	160	245	233	317	232	336	0.72	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Tbla_PDR3	-	1208	2.20E-25	89.2	8.2	2	2	3.70E-29	2.20E-25	89.2	8.2	32	263	432	734	418	742	0.82	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Tbla_PDR3	-	1208	7.00E-10	38.9	13.2	1	1	2.30E-13	1.40E-09	38	13.2	1	36	15	48	15	52	0.91	Fungal Zn(2)-Cys(6) binuclear cluster domain
GIDA	PF01134.23	392	Tbla_PDR3	-	1208	0.093	11.8	0.1	1	1	3.70E-05	0.23	10.6	0.1	168	270	196	296	179	313	0.89	Glucose inhibited division protein A
Fungal_trans	PF04082.19	267	Tbla_HAL9	-	1047	1.10E-10	41	1.6	1	3	1.7	1.50E+04	-5.3	6.3	187	225	253	285	184	365	0.66	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Tbla_HAL9	-	1047	1.10E-10	41	1.6	2	3	1.20E-14	1.10E-10	41	1.6	21	184	451	618	399	686	0.83	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Tbla_HAL9	-	1047	1.10E-10	41	1.6	3	3	0.47	4.30E+03	-3.5	0	155	168	877	890	871	894	0.88	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Tbla_HAL9	-	1047	3.40E-08	33.5	12.4	1	1	6.90E-12	6.30E-08	32.6	12.4	1	33	161	196	161	200	0.83	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Ndai_HAL9	-	1002	6.30E-19	68.1	4.8	1	3	1.40E-22	6.30E-19	68.1	4.8	30	266	393	635	358	636	0.87	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Ndai_HAL9	-	1002	6.30E-19	68.1	4.8	2	3	0.7	3.20E+03	-3.1	1	15	85	660	723	646	741	0.57	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Ndai_HAL9	-	1002	6.30E-19	68.1	4.8	3	3	0.06	2.70E+02	0.4	1.3	194	254	871	927	771	938	0.72	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Ndai_HAL9	-	1002	1.60E-08	34.5	13.8	1	1	6.40E-12	2.90E-08	33.7	13.8	1	39	101	142	101	143	0.87	Fungal Zn(2)-Cys(6) binuclear cluster domain
AGH	PF17558.3	121	Ndai_HAL9	-	1002	0.11	12.7	2.3	1	1	5.80E-05	0.26	11.5	2.3	11	95	78	162	76	168	0.92	Androgenic gland hormone
RFC1	PF08519.13	158	Ndai_HAL9	-	1002	0.46	10.6	3.6	1	4	0.36	1.60E+03	-0.9	0.2	55	146	151	242	145	246	0.71	Replication factor RFC1 C terminal domain
RFC1	PF08519.13	158	Ndai_HAL9	-	1002	0.46	10.6	3.6	2	4	0.99	4.50E+03	-2.3	0	76	111	535	574	524	578	0.69	Replication factor RFC1 C terminal domain
RFC1	PF08519.13	158	Ndai_HAL9	-	1002	0.46	10.6	3.6	3	4	0.58	2.70E+03	-1.6	0	40	62	612	634	580	660	0.61	Replication factor RFC1 C terminal domain
RFC1	PF08519.13	158	Ndai_HAL9	-	1002	0.46	10.6	3.6	4	4	0.00028	1.3	9.2	0.1	81	135	832	886	808	900	0.73	Replication factor RFC1 C terminal domain
Fungal_trans	PF04082.19	267	Ncas_HAL9	-	915	3.60E-24	85.3	3.9	1	2	0.1	6.40E+02	-0.8	0.3	176	248	177	253	168	302	0.73	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Ncas_HAL9	-	915	3.60E-24	85.3	3.9	2	2	5.90E-28	3.60E-24	85.3	3.9	25	266	388	644	354	652	0.82	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Ncas_HAL9	-	915	4.20E-10	39.6	14	1	1	1.20E-13	7.50E-10	38.8	14	1	34	104	140	104	144	0.86	Fungal Zn(2)-Cys(6) binuclear cluster domain
AveC_like	PF17198.5	234	Ncas_HAL9	-	915	0.096	12.1	0.1	1	1	2.90E-05	0.18	11.3	0.1	128	172	733	777	725	784	0.87	Spirocyclase AveC-like
Fungal_trans	PF04082.19	267	Knag_HAL9	-	1051	3.80E-23	81.9	4.2	1	2	0.48	2.90E+03	-3	0.6	18	37	31	49	27	69	0.63	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Knag_HAL9	-	1051	3.80E-23	81.9	4.2	2	2	6.20E-27	3.80E-23	81.9	4.2	23	267	434	693	409	693	0.85	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Knag_HAL9	-	1051	9.50E-09	35.3	9.2	1	1	3.10E-12	1.90E-08	34.3	9.2	2	34	147	182	146	187	0.85	Fungal Zn(2)-Cys(6) binuclear cluster domain
FSIP1	PF15554.7	400	Knag_HAL9	-	1051	0.33	10.1	6.9	1	2	0.19	1.10E+03	-1.6	0.6	51	86	23	58	11	78	0.5	FSIP1 family
FSIP1	PF15554.7	400	Knag_HAL9	-	1051	0.33	10.1	6.9	2	2	5.90E-06	0.036	13.2	1	267	356	287	377	185	392	0.71	FSIP1 family
Fungal_trans	PF04082.19	267	Kfar_HAL9	-	1007	7.40E-22	77.7	7.1	1	1	3.70E-25	2.20E-21	76.1	7.1	24	266	385	644	357	645	0.84	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Kfar_HAL9	-	1007	5.30E-08	32.9	13.6	1	2	8.70E-12	5.30E-08	32.9	13.6	1	39	101	142	101	143	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Zn_clus	PF00172.19	40	Kfar_HAL9	-	1007	5.30E-08	32.9	13.6	2	2	1.7	1.10E+04	-3.3	0.6	9	16	426	433	425	435	0.79	Fungal Zn(2)-Cys(6) binuclear cluster domain
TIR	PF01582.21	176	Kfar_HAL9	-	1007	0.033	14	0.1	1	2	0.0012	7.1	6.4	0	43	87	226	270	217	279	0.89	TIR domain
TIR	PF01582.21	176	Kfar_HAL9	-	1007	0.033	14	0.1	2	2	0.0035	21	4.9	0	17	60	820	859	812	860	0.8	TIR domain
Fungal_trans	PF04082.19	267	Cgla_HAL9	-	1054	4.30E-23	81.7	7.8	1	1	2.70E-26	9.70E-23	80.6	7.8	20	266	412	673	393	674	0.88	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Cgla_HAL9	-	1054	3.40E-09	36.7	12	1	1	1.90E-12	6.90E-09	35.7	12	1	39	176	217	176	218	0.9	Fungal Zn(2)-Cys(6) binuclear cluster domain
FAM86	PF14904.7	94	Cgla_HAL9	-	1054	0.091	12.9	1	1	2	0.00011	0.41	10.8	0.1	24	76	495	547	487	562	0.92	Family of unknown function
FAM86	PF14904.7	94	Cgla_HAL9	-	1054	0.091	12.9	1	2	2	0.59	2.10E+03	-1.1	0.1	51	72	860	881	847	898	0.72	Family of unknown function
Noelin-1	PF12308.9	100	Cgla_HAL9	-	1054	0.15	12.1	1.3	1	2	1.1	4.00E+03	-2.1	0	51	80	163	192	155	203	0.62	Neurogenesis glycoprotein
Noelin-1	PF12308.9	100	Cgla_HAL9	-	1054	0.15	12.1	1.3	2	2	0.00015	0.54	10.3	0.4	46	90	259	303	248	312	0.8	Neurogenesis glycoprotein
zf-PHD-like	PF15446.7	169	Cgla_HAL9	-	1054	1.7	8.3	12.2	1	1	0.003	11	5.7	12.2	52	109	178	237	170	323	0.84	PHD/FYVE-zinc-finger like domain
Fungal_trans	PF04082.19	267	Suva_HAL9	-	1030	3.10E-41	141.2	4.4	1	3	0.039	3.60E+02	0	0.9	186	249	213	296	159	305	0.7	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Suva_HAL9	-	1030	3.10E-41	141.2	4.4	2	3	3.40E-45	3.10E-41	141.2	4.4	18	266	386	649	361	650	0.88	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Suva_HAL9	-	1030	3.10E-41	141.2	4.4	3	3	0.51	4.70E+03	-3.6	0.1	217	238	678	699	667	706	0.82	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Suva_HAL9	-	1030	6.80E-09	35.7	13.6	1	1	1.50E-12	1.30E-08	34.8	13.6	1	35	131	168	131	170	0.88	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Skud_HAL9	-	1033	3.40E-41	141.1	5.2	1	1	1.70E-44	1.00E-40	139.5	5.2	18	266	391	654	366	655	0.87	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Skud_HAL9	-	1033	1.00E-08	35.2	12.8	1	1	3.50E-12	2.20E-08	34.1	12.8	1	35	134	171	134	173	0.87	Fungal Zn(2)-Cys(6) binuclear cluster domain
Med4	PF10018.10	194	Skud_HAL9	-	1033	0.026	14.2	0.9	1	2	1.90E-05	0.12	12.1	0.5	33	89	243	299	228	310	0.86	Vitamin-D-receptor interacting Mediator subunit 4
Med4	PF10018.10	194	Skud_HAL9	-	1033	0.026	14.2	0.9	2	2	0.3	1.80E+03	-1.6	0	49	70	611	632	607	670	0.81	Vitamin-D-receptor interacting Mediator subunit 4
Fungal_trans	PF04082.19	267	Smik_HAL9	-	1031	9.10E-42	142.9	6.7	1	2	0.21	1.90E+03	-2.3	0.1	193	193	279	279	210	373	0.57	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Smik_HAL9	-	1031	9.10E-42	142.9	6.7	2	2	1.00E-45	9.10E-42	142.9	6.7	20	266	391	652	364	653	0.84	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Smik_HAL9	-	1031	3.90E-08	33.3	13.5	1	1	8.60E-12	7.80E-08	32.3	13.5	1	35	134	171	134	173	0.88	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Scer_HAL9	-	1031	7.50E-43	146.5	4.9	1	2	0.1	6.20E+02	-0.8	0.3	179	263	158	254	157	276	0.53	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Scer_HAL9	-	1031	7.50E-43	146.5	4.9	2	2	1.20E-46	7.50E-43	146.5	4.9	18	266	389	652	364	653	0.85	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Scer_HAL9	-	1031	6.10E-09	35.9	13.5	1	1	2.00E-12	1.20E-08	34.9	13.5	1	35	134	171	134	173	0.87	Fungal Zn(2)-Cys(6) binuclear cluster domain
Baculo_PEP_C	PF04513.13	140	Scer_HAL9	-	1031	0.56	10.3	3.7	1	3	0.019	1.10E+02	2.8	0.1	20	56	226	262	215	282	0.51	Baculovirus polyhedron envelope protein, PEP, C terminus
Baculo_PEP_C	PF04513.13	140	Scer_HAL9	-	1031	0.56	10.3	3.7	2	3	0.63	3.90E+03	-2.2	0.1	95	106	373	384	368	385	0.83	Baculovirus polyhedron envelope protein, PEP, C terminus
Baculo_PEP_C	PF04513.13	140	Scer_HAL9	-	1031	0.56	10.3	3.7	3	3	0.0009	5.5	7.1	0.1	19	90	588	655	581	660	0.81	Baculovirus polyhedron envelope protein, PEP, C terminus
Fungal_trans	PF04082.19	267	Kwal_HAL9/TBS1	-	866	6.20E-17	61.5	2.2	1	3	0.51	2.30E+03	-2.7	0.1	207	241	80	120	51	139	0.56	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Kwal_HAL9/TBS1	-	866	6.20E-17	61.5	2.2	2	3	1.40E-20	6.20E-17	61.5	2.2	27	184	266	417	239	507	0.73	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Kwal_HAL9/TBS1	-	866	6.20E-17	61.5	2.2	3	3	0.29	1.30E+03	-1.9	0	207	231	563	603	543	646	0.64	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Kwal_HAL9/TBS1	-	866	6.60E-08	32.6	10.8	1	1	3.00E-11	1.30E-07	31.6	10.8	1	32	27	61	27	66	0.92	Fungal Zn(2)-Cys(6) binuclear cluster domain
DUF4407	PF14362.7	298	Kwal_HAL9/TBS1	-	866	0.11	11.9	0.2	1	1	3.70E-05	0.17	11.2	0.2	105	204	64	166	60	176	0.85	Domain of unknown function (DUF4407)
Snf7	PF03357.22	173	Kwal_HAL9/TBS1	-	866	0.18	11.4	0.7	1	1	8.50E-05	0.39	10.3	0.7	2	44	82	124	81	137	0.92	Snf7
Fungal_trans	PF04082.19	267	Lthe_HAL9/TBS1	-	867	4.30E-15	55.5	1.4	1	1	1.00E-18	9.10E-15	54.4	1.4	20	260	255	494	242	501	0.69	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Lthe_HAL9/TBS1	-	867	1.10E-08	35.1	10.2	1	1	2.60E-12	2.40E-08	34	10.2	1	34	20	56	20	59	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Lklu_HAL9/TBS1	-	1062	3.30E-21	75.5	3.6	1	1	1.80E-24	8.10E-21	74.3	3.6	19	266	416	677	394	678	0.82	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Lklu_HAL9/TBS1	-	1062	1.30E-10	41.2	12.3	1	1	8.90E-14	4.10E-10	39.6	12.3	1	32	137	171	137	178	0.86	Fungal Zn(2)-Cys(6) binuclear cluster domain
zf-HC5HC2H_2	PF13832.7	110	Lklu_HAL9/TBS1	-	1062	0.57	10.4	7.4	1	2	2.3	1.00E+04	-3.3	0	80	97	49	66	38	74	0.68	PHD-zinc-finger like domain
zf-HC5HC2H_2	PF13832.7	110	Lklu_HAL9/TBS1	-	1062	0.57	10.4	7.4	2	2	0.00011	0.5	10.6	5	30	96	111	181	94	203	0.7	PHD-zinc-finger like domain
Chromo_2	PF18704.2	68	Lklu_HAL9/TBS1	-	1062	1.2	9.4	3	1	3	0.016	72	3.7	0.1	44	62	407	425	393	428	0.82	Chromatin organization modifier domain 2
Chromo_2	PF18704.2	68	Lklu_HAL9/TBS1	-	1062	1.2	9.4	3	2	3	0.0067	31	4.9	0.1	34	59	458	483	445	484	0.81	Chromatin organization modifier domain 2
Chromo_2	PF18704.2	68	Lklu_HAL9/TBS1	-	1062	1.2	9.4	3	3	3	3.4	1.50E+04	-3.8	0.1	44	51	607	614	599	615	0.7	Chromatin organization modifier domain 2
Fungal_trans	PF04082.19	267	Klac_HAL9/TBS1	-	1149	1.80E-14	53.5	3.5	1	3	0.41	3.80E+03	-3.3	0.1	15	66	225	266	211	290	0.6	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Klac_HAL9/TBS1	-	1149	1.80E-14	53.5	3.5	2	3	0.27	2.50E+03	-2.8	0	165	193	472	501	471	513	0.81	Fungal specific transcription factor domain
Fungal_trans	PF04082.19	267	Klac_HAL9/TBS1	-	1149	1.80E-14	53.5	3.5	3	3	2.00E-18	1.80E-14	53.5	3.5	18	239	524	761	503	789	0.88	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Klac_HAL9/TBS1	-	1149	6.40E-09	35.8	10.2	1	2	7.00E-13	6.40E-09	35.8	10.2	1	32	32	66	32	71	0.93	Fungal Zn(2)-Cys(6) binuclear cluster domain
Zn_clus	PF00172.19	40	Klac_HAL9/TBS1	-	1149	6.40E-09	35.8	10.2	2	2	0.87	7.90E+03	-2.9	0	25	39	977	990	976	991	0.76	Fungal Zn(2)-Cys(6) binuclear cluster domain
Fungal_trans	PF04082.19	267	Tdel_HAL9/TBS1	-	997	6.80E-23	81.1	3.4	1	1	3.60E-26	1.70E-22	79.8	3.4	27	266	372	626	356	627	0.89	Fungal specific transcription factor domain
Zn_clus	PF00172.19	40	Tdel_HAL9/TBS1	-	997	2.60E-09	37.1	12.3	1	1	1.90E-12	8.60E-09	35.4	12.3	1	34	116	151	116	156	0.91	Fungal Zn(2)-Cys(6) binuclear cluster domain
ZapB	PF06005.13	71	Tdel_HAL9/TBS1	-	997	0.11	13	0.3	1	1	6.40E-05	0.29	11.6	0.3	6	52	222	268	221	302	0.81	Cell division protein ZapB
